Title,Source,SourceLevel,Deadline,Status,Score,MatchedKeywords,Url,Summary,FirstSeen,LastSeen
"EIT Food open calls monitoring","EIT Food","EU-backed agrifood grant monitoring","","monitoring",9,"eit food, agrifood, food tech, startup, proof of concept, monitoring","https://www.eitfood.eu/open-calls","Monitoring route for future EIT Food opportunities in agrifood, food system resilience, net-zero food systems, healthier lives through food, packaging, regenerative agriculture and startup-corporate proof-of-concept pilots. No future open deadline beyond the current date was confirmed in this pass, but it is a useful watchlist source for Malta, Slovenia and Serbia agrifood startups.","2026-07-08 16:00:00Z","2026-07-08 16:00:00Z"
"USAID and U.S. Government Serbia / Western Balkans grant monitoring","Grants.gov / USAID / U.S. Embassy Serbia","USA state / Serbia monitoring","","monitoring",9,"usa, us embassy, usaid, grants.gov, serbia, western balkans, monitoring","https://www.grants.gov/","Monitoring route for U.S. Government notices, including USAID and State Department opportunities for Serbia or the Western Balkans. Often more suitable for NGOs, universities, consortia or implementers than direct SME grants, but private companies can sometimes participate as partners, subcontractors or applicants depending on the notice.","2026-07-08 13:00:00Z","2026-07-08 13:00:00Z"
"RVO SIB - Starters International Business","Netherlands Enterprise Agency (RVO)","Netherlands state / Dutch SME support","","monitoring",9,"netherlands, rvo, sib, international business, dutch sme, voucher","https://english.rvo.nl/subsidies-financing/starters-international-business-sib","Dutch voucher/subsidy route for Dutch SMEs that want to start or expand international business. Useful only if a Dutch company or Dutch partner is part of the structure; not directly for a Serbian or Maltese company without a Dutch route.","2026-07-08 13:00:00Z","2026-07-08 13:00:00Z"
"EU Values and Policies in Serbia service contract call","EU Delegation to Serbia","Serbia NGO / EU communication micro-contract","","rolling",8,"serbia ngo, eu delegation to serbia, eu values, service contract, dissemination, outreach, events","https://europa.rs/otvoreni-pozivi/","Rolling call for Serbian registered associations, CSOs, institutions, foundations, festivals and other entities to deliver civic, cultural, sport, education or intellectual initiatives promoting EU values and policies in Serbia. Proposals are reviewed monthly. Individual service contracts range from EUR 1,500 to EUR 7,000 and can be awarded until the budget is exhausted. Strong fit for the Serbian NGO as dissemination, outreach, event, media or community engagement partner.","2026-07-11 11:00:00Z","2026-07-11 11:00:00Z"
"EIT Jumpstarter 2027 monitoring","EIT Jumpstarter","EIT pre-acceleration / RIS and Malta route","","monitoring",8,"eit jumpstarter, malta, slovenia, serbia, pre-acceleration, startup, funding, monitoring","https://eitjumpstarter.eu/","EIT Jumpstarter 2026 applications are closed, but it remains a high-value monitoring route for the next edition. 2026 eligibility included Malta, Slovenia and Serbia, with thematic areas including healthcare, food/agritech, raw materials, energy, smart cities/mobility and a Malta-specific agnostic category powered by EIT Communities and Xjenza Malta. Benefits included training, coaching, travel budget and competition for EUR 2,500, EUR 5,000 or EUR 10,000 funding.","2026-07-11 07:00:00Z","2026-07-11 07:00:00Z"
"Single Market Programme SME calls monitoring","Single Market Programme","EU SME competitiveness and single market","","monitoring",8,"single market programme, sme competitiveness, entrepreneurship, clusters, market access","https://eismea.ec.europa.eu/programmes/single-market-programme_en","EU programme route for SME competitiveness, single market, entrepreneurship, consumer protection, standards, clusters and business support. Monitor for calls that support SMEs, clusters, sustainability, digital transition and market access. Often useful through Malta or Slovenia entity or as a partner through NGO/business-support ecosystems.","2026-07-10 07:00:00Z","2026-07-10 07:00:00Z"
"Clean Energy Transition Partnership calls monitoring","Clean Energy Transition Partnership","European clean energy transnational calls","","monitoring",8,"cetpartnership, clean energy, joint call, energy transition, sme","https://cetpartnership.eu/calls","European partnership route for transnational clean-energy R&I. Relevant for energy storage, grids, demand response, heating/cooling, industrial decarbonisation, smart energy systems, AI for energy and clean-tech pilots. National funding rules apply.","2026-07-10 07:00:00Z","2026-07-10 07:00:00Z"
"USA donor routes for Serbian NGO digital and dissemination projects","U.S. Embassy Serbia / USAID / NED","USA donor / Serbia NGO grants","","monitoring",8,"usa donor, serbia ngo, digital rights, media literacy, civic tech, dissemination","https://rs.usembassy.gov/education-culture/grants-programs/","Monitoring route for US Embassy, USAID and democracy-support donors where the Serbian NGO can lead or partner on media literacy, digital rights, cyber hygiene, civic tech, community outreach, public communication and IT support for civil society. These are not SME grants, but can fund NGO-led dissemination and public-benefit digital work.","2026-07-09 07:00:00Z","2026-07-09 07:00:00Z"
"CASSINI hackathons and challenges monitoring","CASSINI","EU space entrepreneurship competitions","","monitoring",8,"cassini, hackathon, challenge, eu space, startup, prize, monitoring","https://www.cassini.eu/hackathons/","Lighter EU space ecosystem route for hackathons, challenges, prizes and team-building around EU space data and services. Useful for early validation, partner discovery and non-dilutive prizes before larger CASSINI accelerator, EUSPA, ESA or Horizon applications.","2026-07-08 20:00:00Z","2026-07-08 20:00:00Z"
"PRIMA calls monitoring","PRIMA","Euro-Mediterranean agriculture, food and water R&I","","monitoring",8,"prima, mediterranean, water, agriculture, food systems, climate, sme","https://prima-med.org/calls-for-proposals/","Euro-Mediterranean R&I route for water, agriculture, food systems and climate-resilient Mediterranean value chains. Stronger through Malta/Slovenia or eligible Mediterranean partners; useful if product can support water efficiency, agri-food data, irrigation, circular bioeconomy or climate adaptation.","2026-07-08 20:00:00Z","2026-07-08 20:00:00Z"
"Water4All joint transnational calls monitoring","Water4All","European water R&I partnership","","monitoring",8,"water4all, water, joint transnational call, climate adaptation, monitoring, sme","https://www.water4all-partnership.eu/joint-transnational-calls","European partnership route for water security, water innovation, digital water, climate adaptation, pollution, monitoring and ecosystem services. Consortium route where national funding rules matter; relevant for sensors, AI/data, water management, agri-water or infrastructure analytics.","2026-07-08 20:00:00Z","2026-07-08 20:00:00Z"
"EP PerMed personalised medicine funding monitoring","EP PerMed","European personalised medicine partnership","","monitoring",8,"ep permed, personalised medicine, health data, diagnostics, digital health, funding","https://www.eppermed.eu/funding/","European personalised medicine partnership route for health data, diagnostics, patient stratification, clinical decision support, biomarkers and digital health. Consortium and national funding rules apply; useful if product can be framed as personalised medicine or health-data innovation.","2026-07-08 20:00:00Z","2026-07-08 20:00:00Z"
"Interreg Europe funding monitoring","Interreg Europe","European territorial cooperation","","monitoring",8,"interreg europe, regional innovation, sme competitiveness, policy, partner route","https://www.interregeurope.eu/apply-for-funding","European territorial cooperation route for policy learning, regional innovation, green transition, SME competitiveness and public-sector cooperation. SMEs are usually partners or beneficiaries through regional ecosystems, not the natural lead. Strong if a Slovenian or Maltese regional/public partner is involved.","2026-07-08 19:30:00Z","2026-07-08 19:30:00Z"
"EIT Urban Mobility open calls monitoring","EIT Urban Mobility","EU-backed mobility innovation","","monitoring",8,"eit urban mobility, mobility, transport, city, startup, open calls, pilot","https://www.eiturbanmobility.eu/open-calls/","EIT Urban Mobility route for city mobility pilots, logistics, transport data, EV charging, MaaS, micromobility, sustainable urban transport and mobility startups. Stronger if we have a city, transport operator or mobility partner.","2026-07-08 19:15:00Z","2026-07-08 19:15:00Z"
"EIT RawMaterials startup calls monitoring","EIT RawMaterials","EU-backed raw materials innovation","","monitoring",8,"eit rawmaterials, raw materials, recycling, batteries, critical materials, startup, accelerator","https://eitrawmaterials.eu/call-for-startups/","EIT RawMaterials route for raw materials, recycling, circular minerals, battery value chains, critical materials, mining technology, materials substitution and industrial innovation. Relevant for circular economy, battery, waste or materials-related SME products.","2026-07-08 19:15:00Z","2026-07-08 19:15:00Z"
"EIT Climate-KIC opportunities monitoring","EIT Climate-KIC","EU-backed climate innovation","","monitoring",8,"eit climate-kic, climate, circular economy, net zero, startup, innovation, monitoring","https://www.climate-kic.org/opportunities/","Climate-KIC route for climate innovation, adaptation, resilience, circular economy, systems innovation, net-zero cities and climate entrepreneurship. Useful if product has climate impact or can be positioned in urban, industrial or nature-positive transition.","2026-07-08 19:15:00Z","2026-07-08 19:15:00Z"
"Clean Hydrogen Partnership calls monitoring","Clean Hydrogen Partnership","EU hydrogen R&D and deployment","","monitoring",8,"clean hydrogen, hydrogen, r&d, demonstration, industrial decarbonisation, consortium","https://www.clean-hydrogen.europa.eu/get-involved/calls-proposals_en","EU public-private route for hydrogen R&D, demonstration and deployment. Relevant if technology touches hydrogen production, storage, transport, fuel cells, safety, data/AI optimisation, industrial decarbonisation or testing infrastructure. Consortium route rather than direct SME mini-grant.","2026-07-08 19:00:00Z","2026-07-08 19:00:00Z"
"IHI future opportunities monitoring","Innovative Health Initiative","EU health public-private R&D","","monitoring",8,"ihi, innovative health initiative, digital health, ai, consortium, industry, grant","https://www.ihi.europa.eu/apply-funding/future-opportunities","Innovative Health Initiative route for public-private health R&D with industry, hospitals, universities and patient/public partners. Good for advanced digital health, diagnostics, health data, AI, clinical evidence and regulated health innovation, but usually requires strong consortium building.","2026-07-08 19:00:00Z","2026-07-08 19:00:00Z"
"Chips JU calls monitoring","Chips Joint Undertaking","EU semiconductors and deep tech","","monitoring",8,"chips ju, semiconductors, edge ai, hardware, pilot line, electronics, consortium","https://www.chips-ju.europa.eu/Calls/","EU semiconductor and deep-tech route for chips, pilot lines, design platforms, advanced packaging, electronics and related software/hardware innovation. Usually consortium-heavy and strategic; relevant if the product has hardware, edge AI, semiconductor design, advanced sensing or embedded systems angle.","2026-07-08 19:00:00Z","2026-07-08 19:00:00Z"
"AFWERX SBIR/STTR monitoring","AFWERX","USA Air Force dual-use innovation","","monitoring",8,"usa, afwerx, air force, sbir, sttr, dual-use, startup, monitoring","https://afwerx.com/","US Air Force innovation route for dual-use commercial technologies through SBIR/STTR, accelerators, challenges and transition programmes. Strong only if there is a credible defense or national-security customer use case. Generally requires US small-business eligibility for SBIR/STTR paths.","2026-07-08 18:10:00Z","2026-07-08 18:10:00Z"
"DARPA small business and frontier R&D monitoring","DARPA Small Business Programs","USA defense frontier R&D","","monitoring",8,"usa, darpa, sbir, sttr, baa, defense, frontier r&d, monitoring","https://www.darpa.mil/work-with-us/for-small-businesses","DARPA route for high-risk, high-payoff defense-relevant R&D. Use as a monitoring source for SBIR/STTR topics and BAAs only where the technology claim is genuinely frontier and defensible. Check foreign ownership/control, export control and security restrictions early.","2026-07-08 18:10:00Z","2026-07-08 18:10:00Z"
"ARPA-H funding opportunities monitoring","ARPA-H","USA health frontier R&D","","monitoring",8,"usa, arpa-h, health, funding opportunity, breakthrough, monitoring","https://arpa-h.gov/","US health moonshot funding route for ambitious breakthrough health technology. Use for digital health, biomedical platforms, AI-enabled care, diagnostics or systems-level health technology only where the project can match an ARPA-H programme thesis. Eligibility and performer model vary by opportunity.","2026-07-08 18:10:00Z","2026-07-08 18:10:00Z"
"DRIVE35: Scale Up Fund","Innovate UK","UK state / UK subsidiary route","","monitoring",8,"uk, innovate uk, non-uk business, subsidiary, zero emission vehicles, scale up, manufacturing","https://apply-for-innovation-funding.service.gov.uk/competition/search","UK automotive manufacturing scale-up route with up to GBP 150 million for zero-emission vehicle technology manufacturing facilities. The listing says non-UK registered businesses may apply but must set up a UK registered business before grant award, with UK staff and UK delivery in place. Relevant only for a serious UK subsidiary/manufacturing plan.","2026-07-08 17:30:00Z","2026-07-08 17:30:00Z"
"Grants.gov USA federal search and alerts","Grants.gov","USA federal grants monitoring","","monitoring",8,"usa, grants.gov, federal grants, alerts, western balkans, innovation, monitoring","https://www.grants.gov/search-grants","Official US federal grants search portal. Use saved searches and exports for keywords such as Serbia, Western Balkans, private sector, digital, cybersecurity, AI, SME, innovation and climate. This is a monitoring source because eligibility varies heavily by agency and notice; many direct US federal awards require US registration or local implementation partner.","2026-07-08 17:30:00Z","2026-07-08 17:30:00Z"
"Canada Strategic Response Fund","Canada Strategic Response Fund","Canada state / Canadian entity route","","monitoring",8,"canada, strategic response fund, ai, advanced technologies, business, innovation, monitoring","https://ised-isde.canada.ca/site/ised/en/programs-and-initiatives/strategic-response-fund","Canadian federal route supporting large-scale transformative projects that build economic resilience, strengthen supply chains and protect jobs in sectors including AI, advanced technologies, critical minerals, aerospace, cleantech, biomanufacturing and life sciences. Relevant only through a Canadian entity or Canadian consortium partner, but strong for major industrial/technology projects.","2026-07-08 17:30:00Z","2026-07-08 17:30:00Z"
"Swedish Institute funding and grant monitoring","Swedish Institute","Sweden state / Baltic Sea and neighbourhood cooperation","","monitoring",8,"sweden, swedish institute, grants, cooperation, networks, monitoring","https://si.se/en/apply/funding-grants/","Monitoring route for Swedish Institute calls. These are often aimed at organisations, networks and cooperation projects rather than direct SME grants, but can be relevant if the company participates with universities, NGOs, municipalities or ecosystem partners.","2026-07-08 13:00:00Z","2026-07-08 13:00:00Z"
"BioInnovation Institute programmes monitoring","BioInnovation Institute","Denmark life science and deep-tech venture funding","","monitoring",7,"bioinnovation institute, bii, venture lab, bio studio, quantum lab, life science, deep tech, funding","https://bii.dk/programs/","Ecosystem partner route from The DeepTechers. BII supports early-stage life science and deep-tech startups and translational projects through programmes such as Venture Lab, Bio Studio and BII Quantum Lab; The DeepTechers page states support can include funding up to EUR 3M per project and EUR 1.8M per startup. Relevant only if the project has credible life science, biotech, quantum or deep-tech fit and a Denmark/BII route.","2026-07-10 10:00:00Z","2026-07-10 10:00:00Z"
"Horizon Europe Missions calls monitoring","Horizon Europe Missions","EU mission-oriented R&I","","monitoring",7,"horizon europe missions, climate adaptation, smart cities, cancer, ocean, soil, consortium","https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-europe/eu-missions-horizon-europe_en","EU mission route for climate adaptation, cancer, climate-neutral and smart cities, soil health, and ocean/water restoration. Usually consortium-heavy, but relevant for digital tools, AI/data, smart-city pilots, health data, environmental monitoring and NGO/community dissemination work packages.","2026-07-10 08:30:00Z","2026-07-10 08:30:00Z"
"Common European Data Spaces monitoring","Common European Data Spaces","EU Digital Europe / data economy","","monitoring",7,"data spaces, digital europe, interoperability, data, ai, cybersecurity, consortium","https://digital-strategy.ec.europa.eu/en/policies/data-spaces","EU data-spaces route across health, agriculture, manufacturing, energy, mobility, finance, public administration, skills, tourism, media, cultural heritage and research. Monitor for Digital Europe and Horizon calls where a Malta or Slovenia company can supply software, AI, data integration, interoperability or cybersecurity expertise.","2026-07-10 08:30:00Z","2026-07-10 08:30:00Z"
"EIT Culture & Creativity opportunities monitoring","EIT Culture & Creativity","EU-backed creative and cultural innovation","","monitoring",7,"eit culture creativity, creative industries, digital content, startup, innovation","https://eit-culture-creativity.eu/opportunities/","EIT community route for creative and cultural innovation, digital content, immersive technologies, design, media, heritage, creative entrepreneurship and cross-sector pilots. Relevant if technology can be positioned for creative industries, training, content, UX, storytelling or cultural/creative SMEs.","2026-07-10 07:00:00Z","2026-07-10 07:00:00Z"
"EIT InnoEnergy startup and energy innovation monitoring","EIT InnoEnergy","EU-backed sustainable energy innovation","","monitoring",7,"eit innoenergy, sustainable energy, startup, investment, accelerator, cleantech","https://www.innoenergy.com/for-start-ups/","European sustainable-energy innovation route for startups and scaleups in energy, storage, batteries, green industry, grids and climate technology. More investment/acceleration than classic grant, but useful for energy-related companies and partner discovery.","2026-07-10 07:00:00Z","2026-07-10 07:00:00Z"
"BlueInvest blue economy route monitoring","BlueInvest","EU blue economy investment readiness","","monitoring",7,"blueinvest, blue economy, maritime, aquaculture, startup, investment","https://blue-invest.eu/","EU blue economy investment and business readiness route. Relevant for maritime, ports, fisheries, aquaculture, water, ocean data, coastal climate, logistics and blue-tech products. Good fit for Malta and Mediterranean positioning.","2026-07-10 07:00:00Z","2026-07-10 07:00:00Z"
"EMFAF blue economy calls monitoring","EMFAF","EU maritime and blue economy grants","","monitoring",7,"emfaf, blue economy, maritime, aquaculture, ocean data, grant","https://cinea.ec.europa.eu/programmes/european-maritime-fisheries-and-aquaculture-fund_en","EU maritime, fisheries and aquaculture route for blue economy innovation, ocean data, aquaculture, coastal resilience, maritime digitalisation and sustainability. Stronger through Malta or Mediterranean/Adriatic partners.","2026-07-10 07:00:00Z","2026-07-10 07:00:00Z"
"M-ERA.NET joint calls monitoring","M-ERA.NET","European materials and battery R&I","","monitoring",7,"m-era.net, materials, batteries, manufacturing, joint call, sme","https://www.m-era.net/joint-calls","European transnational calls for materials research and innovation. Relevant for advanced materials, batteries, circular materials, manufacturing, electronics, sensors and industrial technology. Consortium route with national funding rules.","2026-07-10 07:00:00Z","2026-07-10 07:00:00Z"
"TechSoup NGO software donations and IT support monitoring","TechSoup","NGO technology donations and discounts","","monitoring",7,"techsoup, ngo, software donation, it support, nonprofit technology, monitoring","https://www.techsoup.org/","Technology donation and discount route for NGOs. Not a grant, but useful for reducing IT costs of the Serbian NGO and strengthening project budgets with legal software, cloud, productivity, cybersecurity and nonprofit technology tools.","2026-07-09 07:00:00Z","2026-07-09 07:00:00Z"
"European Urban Initiative calls monitoring","European Urban Initiative","EU urban innovation partner route","","monitoring",7,"european urban initiative, city, urban innovation, pilot, sme partner, call","https://www.urban-initiative.eu/calls-proposals","EU route for innovative urban projects, usually led by cities or urban authorities. Good partner route for SMEs offering mobility, climate, energy, data, AI, waste, circular economy or digital public-service solutions that can be piloted with a municipality.","2026-07-08 19:30:00Z","2026-07-08 19:30:00Z"
"EEA and Norway Grants available funding monitoring","EEA and Norway Grants","European bilateral grants monitoring","","monitoring",7,"eea grants, norway grants, business innovation, green transition, funding, monitoring","https://www.eeagrants.org/currently-available-funding","European bilateral grants route that may support green transition, innovation, business development, civil society and regional cooperation in eligible beneficiary countries. Eligibility is country- and programme-specific, so use as a radar for Slovenia/Malta-related partnerships and regional calls where business innovation is included.","2026-07-08 19:30:00Z","2026-07-08 19:30:00Z"
"EBRD Star Venture monitoring","EBRD Star Venture","European development bank startup support","","monitoring",7,"ebrd, star venture, startup, western balkans, advisory, scaling, monitoring","https://www.ebrd.com/starventure","EBRD startup support route for high-potential ventures in EBRD regions, including advisory, mentoring and ecosystem support rather than a classic EU grant. Useful for Serbia and Western Balkans scaling, especially if paired with investor readiness or market expansion.","2026-07-08 19:30:00Z","2026-07-08 19:30:00Z"
"NATO DIANA challenge monitoring","NATO DIANA","European / transatlantic dual-use accelerator","","monitoring",7,"nato diana, dual-use, accelerator, challenge, startup, transatlantic, monitoring","https://www.diana.nato.int/challenges.html","Transatlantic dual-use accelerator and challenge route for companies from eligible NATO countries. Not an EU grant and not a direct Serbia/Malta route if eligibility is restrictive, but relevant through Slovenia/UK/USA structures or partners if the technology is dual-use and challenge-aligned.","2026-07-08 19:30:00Z","2026-07-08 19:30:00Z"
"CEF Digital calls monitoring","CEF Digital","EU digital infrastructure funding","","monitoring",7,"cef digital, digital infrastructure, 5g, cloud, edge, consortium, monitoring","https://hadea.ec.europa.eu/programmes/connecting-europe-facility/cef-digital_en","Connecting Europe Facility Digital route for digital infrastructure, 5G corridors, cloud/edge, backbone connectivity and digital service infrastructure. Usually not a small SME grant, but relevant if partnering with telecoms, infrastructure providers, municipalities or public-sector digital projects.","2026-07-08 19:00:00Z","2026-07-08 19:00:00Z"
"Challenge.gov federal prize competitions monitoring","Challenge.gov","USA federal prize challenge monitoring","","monitoring",7,"usa, challenge.gov, prize, competition, federal innovation, monitoring","https://www.challenge.gov/","Official US federal prize and challenge portal. Useful for lighter competitions in AI, cyber, energy, health, data, climate and public-sector innovation. Eligibility is challenge-specific; some allow broader participation, while others restrict awards to US persons/entities.","2026-07-08 18:10:00Z","2026-07-08 18:10:00Z"
"Innovation Loans Expression of Interest","Innovate UK","UK state / UK SME loan route","","monitoring",7,"uk, innovate uk, innovation loans, sme, close to market, monitoring","https://apply-for-innovation-funding.service.gov.uk/competition/search","UK registered micro, small or medium sized enterprises can submit an Expression of Interest for loans for close-to-market innovative projects with strong commercial potential and UK economic/societal benefit. Not a grant and not directly useful without a UK SME, but important if a UK entity is created.","2026-07-08 17:30:00Z","2026-07-08 17:30:00Z"
"V4 Gen Mini Grants 2026 monitoring","International Visegrad Fund","V4 / Western Balkans regional cooperation grants","","upcoming",6,"visegrad, visegrad+, western balkans, serbia, regional cooperation, youth, mini grants, upcoming","https://www.visegradfund.org/grants","Upcoming regional cooperation route from the International Visegrad Fund. V4 Gen Mini Grants open on 1 October 2026 for short-term cross-border youth mobility, with support up to EUR 10,000 and six focus areas. Main Visegrad, Visegrad+ and Strategic Grants were listed as open until 1 June 2026, so they are now archived for this cycle, but Visegrad+ remains important for Western Balkans partnerships involving Serbia when the next grant window opens.","2026-07-11 11:00:00Z","2026-07-11 11:00:00Z"
"Israel Innovation Authority programmes monitoring","Israel Innovation Authority","Israel innovation grants and Horizon partner route","","monitoring",6,"israel innovation authority, grants, bilateral r&d, horizon europe, startup fund, pilots","https://innovationisrael.org.il/en/programs/","Organizer route behind The DeepTechers. Israel Innovation Authority has many grant/incentive programmes, including bilateral R&D, European/Horizon participation support, pilots, startup fund, incubators, applied research and MNC collaboration. Mostly relevant if we have an Israeli partner or Israel market/deep-tech angle; not a direct route for Serbia/Malta/Slovenia alone.","2026-07-10 10:00:00Z","2026-07-10 10:00:00Z"
"ESF+ digital skills and inclusion monitoring","European Social Fund Plus","EU skills, inclusion and employment","","monitoring",6,"esf plus, digital skills, inclusion, training, ngo, slovenia, malta","https://european-social-fund-plus.ec.europa.eu/en","EU skills and social-inclusion route implemented mostly through national and regional programmes. Relevant for Slovenia or Malta digital-skills projects, workforce upskilling, NGO training, inclusion, women/youth digital education and dissemination-heavy public-benefit work. Usually not a central SME R&D grant.","2026-07-10 08:30:00Z","2026-07-10 08:30:00Z"
"Innovation Radar visibility and investor route","Innovation Radar","EU innovation visibility and investor route","","monitoring",6,"innovation radar, eu-funded innovation, startup, investor, commercialisation","https://innovation-radar.ec.europa.eu/","EU visibility route for innovations emerging from EU-funded projects. Not a grant by itself, but useful for finding partners, investors, comparable projects and commercialisation pathways. Good research tool for positioning EIC, Horizon, Digital Europe and cascade applications.","2026-07-10 07:00:00Z","2026-07-10 07:00:00Z"
"Startup Europe ecosystem monitoring","Startup Europe","EU startup ecosystem route","","monitoring",6,"startup europe, startup, scaleup, ecosystem, networking, eu","https://digital-strategy.ec.europa.eu/en/policies/startup-europe","EU startup ecosystem route for scaleup support, startup communities, networking and EU-backed ecosystem actions. Not usually a single grant application route, but useful for events, networks, accelerators, scaleup visibility and partner discovery.","2026-07-10 07:00:00Z","2026-07-10 07:00:00Z"
"Creative Europe calls monitoring","Creative Europe","EU creative and media sector grants","","monitoring",6,"creative europe, media, digital culture, creative industries, grant","https://culture.ec.europa.eu/creative-europe/calls","EU cultural and creative sector route. Relevant only if technology supports media, content, immersive/interactive storytelling, creative tools, digital culture, audience development, cultural heritage or NGO/creative dissemination.","2026-07-10 07:00:00Z","2026-07-10 07:00:00Z"
"New European Bauhaus funding opportunities monitoring","New European Bauhaus","EU design, sustainability and built environment","","monitoring",6,"new european bauhaus, sustainability, design, built environment, community, funding","https://new-european-bauhaus.europa.eu/get-involved/funding-opportunities_en","EU route for projects at the intersection of sustainability, inclusion, design, built environment, culture and community. Useful for smart buildings, urban tech, community pilots, sustainability storytelling and NGO dissemination around green/digital projects.","2026-07-10 07:00:00Z","2026-07-10 07:00:00Z"
"CHIST-ERA ICT and emerging technologies calls monitoring","CHIST-ERA","European ICT and emerging technologies R&I","","monitoring",6,"chist-era, ict, emerging technologies, ai, cybersecurity, joint call","https://www.chistera.eu/call-announcement","European transnational route for ICT, emerging technologies and research-driven innovation. Useful if there is a deep research angle in AI, cybersecurity, data, human-computer interaction, distributed systems or future internet technologies.","2026-07-10 07:00:00Z","2026-07-10 07:00:00Z"
"COST Open Call networking route monitoring","COST","European networking and research cooperation","","monitoring",6,"cost action, networking, dissemination, training, research cooperation","https://www.cost.eu/funding/how-to-get-funding/open-call-a-simple-one-step-application-process/","European networking route for COST Actions. Not a product grant, but useful for building research and stakeholder networks, dissemination, training schools, workshops and international positioning before larger Horizon or Eureka proposals.","2026-07-10 07:00:00Z","2026-07-10 07:00:00Z"
"InvestEU Portal project visibility route","InvestEU Portal","EU finance and investment route","","monitoring",6,"investeu, investment, sme, startup, financing, project visibility","https://investeu.europa.eu/investment-opportunities/investeu-portal_en","EU investment visibility route, not a grant. Useful for projects seeking investors, debt, equity or blended finance, especially once the company has a credible investment project, budget, revenue model and EU impact story. Pair with EIC, EIB/EIF or national grants as a financing layer.","2026-07-08 19:30:00Z","2026-07-08 19:30:00Z"
"European Investment Fund SME finance route","EIF","EU finance / funds and guarantees","","monitoring",6,"eif, sme finance, venture capital, guarantees, intermediaries, eu finance","https://www.eif.org/what_we_do/index.htm","EIF does not usually fund SMEs directly, but backs venture funds, guarantees and intermediaries. Important radar for finding EU-backed VC, debt, guarantees and financial intermediaries in Malta, Slovenia and nearby markets.","2026-07-08 19:30:00Z","2026-07-08 19:30:00Z"
"NRC IRAP financial support for technology innovation","NRC IRAP Canada","Canada state / Canadian SME route","","monitoring",6,"canada, nrc irap, sme, technology innovation, monitoring","https://nrc.canada.ca/en/support-technology-innovation/financial-support-technology-innovation-through-nrc-irap","Canadian SME technology-innovation support route. The NRC site was temporarily unavailable during this pass, so keep it as a monitoring route and verify live eligibility before action. Likely useful only with a Canadian SME/subsidiary or Canadian partner.","2026-07-08 17:30:00Z","2026-07-08 17:30:00Z"
"Innovation Centre Denmark funding and partner route monitoring","Innovation Centre Denmark","Denmark innovation matchmaking and funding intelligence","","monitoring",5,"innovation centre denmark, icdk, funding opportunities, matchmaking, denmark, deep tech","https://icdk.dk/what-we-offer","Organizer route behind The DeepTechers. ICDK is not mainly a grant funder; it provides advisory, matchmaking, market introduction, research partners and access to funding opportunities for Danish companies, startups, researchers and innovation organisations. Useful if we build a Denmark partner route, especially through Copenhagen, DTU, life science, tech, green transition or US/Israel/Asia links.","2026-07-10 10:00:00Z","2026-07-10 10:00:00Z"
"AWS Activate startup credits monitoring","AWS Activate","Global startup cloud credits","","monitoring",5,"aws activate, startup credits, cloud credits, ai startup, infrastructure support","https://aws.amazon.com/startups/credits/","Organizer route behind The DeepTechers. AWS Activate is not a cash grant, but eligible startups can apply for cloud promotional credits: self-funded startups up to USD 5,000 and pre-Series B portfolio startups up to USD 200,000, with larger AI startup credits by invitation. Use only as infrastructure support, not as replacement for the Microsoft-stack build.","2026-07-10 10:00:00Z","2026-07-10 10:00:00Z"
"DTU Skylab startup and partner route monitoring","DTU Skylab","Denmark university innovation and startup programme","","monitoring",5,"dtu skylab, denmark, startup programme, funding, prototyping, deep tech, university partner","https://www.skylab.dtu.dk/","Ecosystem partner route from The DeepTechers. DTU Skylab is DTU's innovation hub with startup support, mentoring, facilities, prototyping and stated access to funding. Relevant as a Denmark/technical-university partner route, especially for robotics, hardware, smart manufacturing, life science, AI or deep-tech pilots.","2026-07-10 10:00:00Z","2026-07-10 10:00:00Z"
"European DIGITAL SME Alliance opportunities monitoring","European DIGITAL SME Alliance","EU ICT SME ecosystem and policy radar","","monitoring",5,"digital sme, ict sme, policy, standards, cybersecurity, ai, partnerships","https://www.digitalsme.eu/","EU ICT SME ecosystem route for policy updates, project partnerships, digital standards, cybersecurity, AI, skills and SME visibility. Not a grant programme by itself, but useful for finding consortium leads, dissemination partners, newsletters and calls around digital SME support.","2026-07-10 08:30:00Z","2026-07-10 08:30:00Z"
"QuantERA calls monitoring","QuantERA","European quantum technologies R&I","","monitoring",5,"quantera, quantum, deep tech, joint call, research, monitoring","https://quantera.eu/calls-for-proposals/","European quantum technologies R&I route. Only relevant if the project has credible quantum, advanced sensing, quantum communication, quantum software or deep-tech research angle with strong academic/industrial partners.","2026-07-10 07:00:00Z","2026-07-10 07:00:00Z"
"EIB venture debt monitoring","EIB","EU scale-up finance","","monitoring",5,"eib, venture debt, scale-up, innovation finance, growth, monitoring","https://www.eib.org/en/products/equity/venture-debt/index","EIB venture debt is a later-stage innovation finance route for high-growth innovative companies, not an early grant. Keep it as a scale-up path if revenue, fundraising and EU impact become strong enough, especially through the Malta or Slovenia company.","2026-07-08 19:30:00Z","2026-07-08 19:30:00Z"
